hgnc_symbol,gene_ensemble,chr,gene_start,gene_end
B3GNT5,ENSG00000176597,3,183253253,183298504
B4GALT1,ENSG00000086062,9,33104082,33167356
B4GALT4-AS1,ENSG00000240254,3,119226486,119290666
BACH1,ENSG00000156273,21,29194071,29630751
BCL2A1,ENSG00000140379,15,79960892,79971196
BCO2,ENSG00000197580,11,112175510,112224699
BHLHE41,ENSG00000123095,12,26120030,26125037
BIN2,ENSG00000110934,12,51281038,51324668
BISPR,ENSG00000282851,19,17405686,17419324
BLNK,ENSG00000095585,10,96189171,96271587
BMF,ENSG00000104081,15,40087890,40108892
BMP2K,ENSG00000138756,4,78776342,78916365
BMS1P4,ENSG00000242338,10,73717115,73728580
BNC2,ENSG00000173068,9,16409503,16870843
BTAF1,ENSG00000095564,10,91923770,92031437
BTBD19,ENSG00000222009,1,44808523,44815585
C10orf55,ENSG00000222047,10,73909969,73922777
C16orf54,ENSG00000185905,16,29742463,29745990
C19orf38,ENSG00000214212,19,10836575,10869790
C1orf162,ENSG00000143110,1,111473792,111478512
C1QA,ENSG00000173372,1,22635077,22639678
C1QB,ENSG00000173369,1,22652762,22661637
C1QC,ENSG00000159189,1,22643014,22648110
C2,ENSG00000166278,6,31897785,31945673
C2-AS1,ENSG00000281756,6,31934474,31941724
C3,ENSG00000125730,19,6677704,6730562
C3AR1,ENSG00000171860,12,8056844,8066359
C5AR1,ENSG00000197405,19,47290023,47322066
C5AR2,ENSG00000134830,19,47332175,47347329
C5orf58,ENSG00000234511,5,170229104,170252575
CABP4,ENSG00000175544,11,67452406,67461752
CACNA2D4,ENSG00000151062,12,1791963,1918666
CAPNS2,ENSG00000256812,16,55566684,55567687
CARD11,ENSG00000198286,7,2906142,3044228
CARD14,ENSG00000141527,17,80169992,80216073
CARD6,ENSG00000132357,5,40841308,40860175
CARD8-AS1,ENSG00000268001,19,48255675,48258199
CARD9,ENSG00000187796,9,136363956,136373681
CASP1,ENSG00000137752,11,105025397,105035250
CASP10,ENSG00000003400,2,201182872,201229428
CASP4,ENSG00000196954,11,104942866,104969366
CASP8,ENSG00000064012,2,201233443,201361836
CASS4,ENSG00000087589,20,56412112,56460387
CATIP-AS1,ENSG00000225062,2,218366661,218367885
CC2D2B,ENSG00000188649,10,95907603,96033745
CCDC134,ENSG00000100147,22,41800679,41832164
CCDC18,ENSG00000122483,1,93179919,93278730
CCDC88B,ENSG00000168071,11,64340204,64357534
CCL20,ENSG00000115009,2,227805739,227817564
CCL3,ENSG00000277632,17,36088256,36090169
CCL3L3,ENSG00000276085,17,36194869,36196758
CCL4,ENSG00000275302,17,36103827,36105621
CCL4L2,ENSG00000276070,17,36210924,36212878
CCR1,ENSG00000163823,3,46201711,46208313
CCR5,ENSG00000160791,3,46370946,46376206
CCRL2,ENSG00000121797,3,46407166,46412997
CD14,ENSG00000170458,5,140631728,140633700
CD180,ENSG00000134061,5,67179613,67196799
CD1D,ENSG00000158473,1,158178030,158186427
CD226,ENSG00000150637,18,69831158,69961803
CD274,ENSG00000120217,9,5450503,5470566
CD300A,ENSG00000167851,17,74466399,74484794
CD300C,ENSG00000167850,17,74541073,74546115
CD300LB,ENSG00000178789,17,74521174,74531475
CD300LF,ENSG00000186074,17,74694311,74712978
CD33,ENSG00000105383,19,51225064,51243860
CD37,ENSG00000104894,19,49335171,49343335
CD4,ENSG00000010610,12,6786858,6820799
CD53,ENSG00000143119,1,110871188,110899922
CD58,ENSG00000116815,1,116514534,116571039
CD68,ENSG00000129226,17,7579491,7582111
CD69,ENSG00000110848,12,9752486,9760901
CD83,ENSG00000112149,6,14117256,14136918
CD84,ENSG00000066294,1,160541095,160579516
CD86,ENSG00000114013,3,122055362,122121139
CD93,ENSG00000125810,20,23079360,23086324
CDCP1,ENSG00000163814,3,45082277,45146422
CEACAM21,ENSG00000007129,19,41549518,41586844
CEBPA,ENSG00000245848,19,33299934,33302534
CELF2-AS1,ENSG00000181800,10,11316833,11319884
CEP135,ENSG00000174799,4,55948871,56033361
CEP295NL,ENSG00000178404,17,78890579,78903217
CFAP74,ENSG00000142609,1,1921951,2003837
CFLAR-AS1,ENSG00000226312,2,201140278,201157823
CH25H,ENSG00000138135,10,89205629,89207317
CHEK2,ENSG00000183765,22,28687743,28742422
CIITA,ENSG00000179583,16,10866222,10943021
CISH,ENSG00000114737,3,50606489,50611774
CLDN7,ENSG00000181885,17,7259903,7263983
CLEC17A,ENSG00000187912,19,14583084,14612035
CLEC19A,ENSG00000261210,16,19285731,19322145
CLEC2D,ENSG00000069493,12,9664969,9699553
CLEC4A,ENSG00000111729,12,8123617,8138607
CLEC5A,ENSG00000258227,7,141927357,141947007
CLEC7A,ENSG00000172243,12,10116777,10130258
CMKLR1,ENSG00000174600,12,108288044,108339317
CMTM6,ENSG00000091317,3,32481312,32502852
CMTM7,ENSG00000153551,3,32391698,32483067
CNTRL,ENSG00000119397,9,121074660,121177729
COL8A2,ENSG00000171812,1,36095239,36125222
COLGALT1,ENSG00000130309,19,17555649,17583162
CPED1,ENSG00000106034,7,120988697,121297442
CPVL,ENSG00000106066,7,28995235,29195451
CREB3L2,ENSG00000182158,7,137874979,138002086
CSF1R,ENSG00000182578,5,150053291,150113372
CSF2RB,ENSG00000100368,22,36913628,36940439
CSF3R,ENSG00000119535,1,36466043,36483278
CTLA4,ENSG00000163599,2,203853888,203873965
CTSC,ENSG00000109861,11,88265069,88359684
CTSS,ENSG00000163131,1,150730079,150765957
CX3CR1,ENSG00000168329,3,39263495,39281735
CXCL16,ENSG00000161921,17,4733533,4739928
CXCL8,ENSG00000169429,4,73740519,73743716
CYFIP1,ENSG00000273749,15,22867052,22981063
CYP2S1,ENSG00000167600,19,41193210,41207539
CYTH4,ENSG00000100055,22,37282027,37315341
CYTIP,ENSG00000115165,2,157414619,157488961
CYTL1,ENSG00000170891,4,5014586,5019458
DAB2,ENSG00000153071,5,39371675,39462300
DAPP1,ENSG00000070190,4,99816827,99870190
DDI2,ENSG00000197312,1,15617458,15669044
DDX60L,ENSG00000181381,4,168356735,168537786
DEF6,ENSG00000023892,6,35297818,35321771
DENND1C,ENSG00000205744,19,6467207,6482557
DENND2D,ENSG00000162777,1,111185969,111204535
DENND3,ENSG00000105339,8,141117278,141195808
DHRS9,ENSG00000073737,2,169064789,169096167
DIP2A-IT1,ENSG00000223692,21,46462471,46469306
DISP1,ENSG00000154309,1,222815022,223005995
DLEC1,ENSG00000008226,3,38039205,38124025
DOCK2,ENSG00000134516,5,169637268,170083382
DOCK4-AS1,ENSG00000225572,7,111808516,111821773
DOCK8,ENSG00000107099,9,214854,465259
DOK3,ENSG00000146094,5,177501904,177511274
DPEP2,ENSG00000167261,16,67987394,68000586
DPP4,ENSG00000197635,2,161992245,162074394
DPRXP4,ENSG00000264743,17,30975387,30975954
DPYS,ENSG00000147647,8,104330324,104467055
DSC2,ENSG00000134755,18,31058840,31102522
DTX2P1-UPK3BP1-PMS2P11,ENSG00000265479,7,76959835,77043775
DZIP1L,ENSG00000158163,3,138061990,138115818
EBI3,ENSG00000105246,19,4229523,4237528
EBLN2,ENSG00000255423,3,73061659,73063337
EGR2,ENSG00000122877,10,62811996,62819167
ELF1,ENSG00000120690,13,40931924,41061440
EMB,ENSG00000170571,5,50396192,50443248
EML4,ENSG00000143924,2,42169353,42332548
ENTPD1-AS1,ENSG00000226688,10,95732976,96090250
EPSTI1,ENSG00000133106,13,42886388,42992271
ERAP2,ENSG00000164308,5,96875986,96919703
ERN1,ENSG00000178607,17,64039080,64130819
ERP27,ENSG00000139055,12,14914039,14938537
EVI2B,ENSG00000185862,17,31303770,31314105
F2RL1,ENSG00000164251,5,76818933,76835315
FAM111A,ENSG00000166801,11,59142748,59155039
FAM157A,ENSG00000236438,3,198180755,198190365
FAM157C,ENSG00000260528,16,90102261,90178344
FAM177B,ENSG00000197520,1,222737202,222751004
FANCD2,ENSG00000144554,3,10026370,10101932
FBP1,ENSG00000165140,9,94603133,94640249
FCAR,ENSG00000186431,19,54874235,54891420
FCGBP,ENSG00000275395,19,39863323,39934626
FCGR1A,ENSG00000150337,1,149782671,149791675
FCGR1CP,ENSG00000265531,1,143874793,143883575
FCGR2A,ENSG00000143226,1,161505430,161524013
FCGR2C,ENSG00000244682,1,161581339,161605662
FCGR3A,ENSG00000203747,1,161541759,161550968
FCGR3B,ENSG00000162747,1,161623196,161631963
FERMT3,ENSG00000149781,11,64205926,64223896
FFAR4,ENSG00000186188,10,93566665,93604480
FGD2,ENSG00000146192,6,37005646,37029069
FGD3,ENSG00000127084,9,92947523,93036236
FGF20,ENSG00000078579,8,16992181,17002345
FGL1,ENSG00000104760,8,17864380,17910365
FGL2,ENSG00000127951,7,77193369,77199848
FHOD1,ENSG00000135723,16,67229387,67247481
FKBP5,ENSG00000096060,6,35573585,35728583
FMNL3,ENSG00000161791,12,49636499,49708165
FMO4,ENSG00000076258,1,171314183,171342084
FOLR2,ENSG00000165457,11,72216601,72221950
FPR1,ENSG00000171051,19,51745172,51804115
FPR2,ENSG00000171049,19,51752026,51770531
FRRS1,ENSG00000156869,1,99703970,99766635
FUT4,ENSG00000196371,11,94543921,94549895
GAL3ST4,ENSG00000197093,7,100159244,100168617
GALNT4,ENSG00000257594,12,89519412,89524796
GAPT,ENSG00000175857,5,58491435,58497090
GBGT1,ENSG00000148288,9,133152948,133163933
GCNT2,ENSG00000111846,6,10492223,10629368
GHRL,ENSG00000157017,3,10285666,10292947
GIMAP2,ENSG00000106560,7,150685697,150693641
GIMAP8,ENSG00000171115,7,150450630,150479393
GLIPR1,ENSG00000139278,12,75480753,75503863
GLUD1P3,ENSG00000250959,10,73731176,73737311
GLUD1P3,ENSG00000291043,10,73730562,73737790
GMIP,ENSG00000089639,19,19629476,19643657
GNGT2,ENSG00000167083,17,49202791,49210574
GPR132,ENSG00000183484,14,105049395,105065445
GPR160,ENSG00000173890,3,170037995,170085392
GPR183,ENSG00000169508,13,99294539,99307399
GPR65,ENSG00000140030,14,88005135,88014811
GPR84,ENSG00000139572,12,54362445,54364487
GPRIN3,ENSG00000185477,4,89236383,89307800
GSN-AS1,ENSG00000235865,9,121280768,121285530
HACD4,ENSG00000188921,9,20999509,21031640
HAMP,ENSG00000105697,19,35280716,35285143
HAVCR1,ENSG00000113249,5,157026742,157069396
HAVCR2,ENSG00000135077,5,157085422,157142869
HCG4B,ENSG00000227262,6,29925983,29926973
HCK,ENSG00000101336,20,32052197,32101856
HCLS1,ENSG00000180353,3,121631399,121660927
HELB,ENSG00000127311,12,66302493,66343643
HFE,ENSG00000010704,6,26087281,26098343
HHEX,ENSG00000152804,10,92689955,92695647
HK2,ENSG00000159399,2,74834127,74893359
HK3,ENSG00000160883,5,176880869,176899346
HLA-DMA,ENSG00000204257,6,32948613,32969094
HLA-DMB,ENSG00000242574,6,32934629,32941028
HLA-DOA,ENSG00000204252,6,33004182,33009591
HLA-DPA1,ENSG00000231389,6,33064569,33080775
HLA-DQA1,ENSG00000196735,6,32628179,32647062
HLA-DQB1,ENSG00000179344,6,32659467,32668383
HLA-DRA,ENSG00000204287,6,32439878,32445046
HLA-DRB1,ENSG00000196126,6,32577902,32589848
HLA-DRB5,ENSG00000198502,6,32517353,32530287
HLA-DRB6,ENSG00000229391,6,32553046,32558186
HLA-DRB6,ENSG00000290878,6,32552713,32560022
HLX,ENSG00000136630,1,220879431,220885059
HLX-AS1,ENSG00000257551,1,220832763,220880140
HMOX1,ENSG00000100292,22,35380361,35394214
HPGDS,ENSG00000163106,4,94298535,94342876
HPSE,ENSG00000173083,4,83292461,83335153
HSPA1B,ENSG00000204388,6,31827738,31830254
HSPA6,ENSG00000173110,1,161524540,161526894
HSPA7,ENSG00000225217,1,161606291,161608217
HTR2B,ENSG00000135914,2,231108230,231125042
IER3,ENSG00000137331,6,30743199,30744548
IER5,ENSG00000162783,1,181088700,181092900
IFI16,ENSG00000163565,1,158999968,159055155
IFI30,ENSG00000216490,19,18173162,18178117
IFNGR1,ENSG00000027697,6,137197483,137219449
IFNLR1,ENSG00000185436,1,24154168,24187959
IGF2BP3,ENSG00000136231,7,23310209,23470491
IGSF10,ENSG00000152580,3,151425384,151461061
IGSF6,ENSG00000140749,16,21639550,21652608
IKBIP,ENSG00000166130,12,98613405,98645113
IKBKE,ENSG00000263528,1,206470476,206496889
IKZF1,ENSG00000185811,7,50304068,50405101
IL10,ENSG00000136634,1,206767602,206774541
IL10RA,ENSG00000110324,11,117986370,118003037
IL12RB1,ENSG00000096996,19,18058995,18098944
IL15RA,ENSG00000134470,10,5943639,5978187
IL16,ENSG00000172349,15,81159575,81314058
IL17RA,ENSG00000177663,22,17084954,17115693
IL18,ENSG00000150782,11,112143253,112164096
IL1A,ENSG00000115008,2,112773925,112784493
IL1B,ENSG00000125538,2,112829751,112836816
IL1RAP,ENSG00000196083,3,190514051,190659750
IL1RN,ENSG00000136689,2,113099315,113134016
IL4I1,ENSG00000104951,19,49889654,49929539
IL4R,ENSG00000077238,16,27313668,27364778
IL6R,ENSG00000160712,1,154405193,154469450
INPP5D,ENSG00000168918,2,233059967,233207903
IRAK2,ENSG00000134070,3,10164919,10243745
IRAK3,ENSG00000090376,12,66189195,66254622
IRF5,ENSG00000128604,7,128937457,128950038
IRF8,ENSG00000140968,16,85899116,85922606
ITGA9,ENSG00000144668,3,37452115,37823507
ITGAL,ENSG00000005844,16,30472658,30523567
ITGAM,ENSG00000169896,16,31259967,31332892
ITGAX,ENSG00000140678,16,31355134,31382999
ITGB2,ENSG00000160255,21,44885953,44931989
ITGB2-AS1,ENSG00000227039,21,44921051,44929680
ITGB3,ENSG00000259207,17,47253827,47313743
ITGB7,ENSG00000139626,12,53191323,53207282
ITIH4-AS1,ENSG00000239799,3,52823935,52825314
ITPRIPL1,ENSG00000198885,2,96325317,96330517
ITPRIPL2,ENSG00000205730,16,19113932,19121629
JAK2,ENSG00000096968,9,4984390,5129948
JAK3,ENSG00000105639,19,17824780,17848071
KBTBD12,ENSG00000187715,3,127915232,127987671
KBTBD8,ENSG00000163376,3,66998307,67011210
KCNE3,ENSG00000175538,11,74454841,74467729
KCNJ5,ENSG00000120457,11,128891356,128921163
KCNK13,ENSG00000152315,14,90061994,90185853
KCNK6,ENSG00000099337,19,38319845,38332076
KCNMB1,ENSG00000145936,5,170374671,170389634
KCNQ1,ENSG00000053918,11,2444654,2849105
KCTD12,ENSG00000178695,13,76880175,76886405
KIR3DX1,ENSG00000104970,19,54532798,54543728
KLHL6,ENSG00000172578,3,183487551,183555706
KLRA1P,ENSG00000256667,12,10589386,10598209
KYNU,ENSG00000115919,2,142877657,143055833
LAIR1,ENSG00000167613,19,54351384,54370558
LAPTM5,ENSG00000162511,1,30732469,30757774
LAT2,ENSG00000086730,7,74199652,74229834
LCP1,ENSG00000136167,13,46125920,46211871
LCP2,ENSG00000043462,5,170246233,170297815
LHFPL2,ENSG00000145685,5,78485215,78770021
LILRA1,ENSG00000104974,19,54593582,54602381
LILRA2,ENSG00000239998,19,54572920,54590287
LILRA4,ENSG00000239961,19,54333185,54339162
LILRA6,ENSG00000244482,19,54236590,54242790
LILRB1,ENSG00000104972,19,54617158,54638022
LILRB2,ENSG00000131042,19,54273812,54281184
LILRB3,ENSG00000204577,19,54216278,54223506
LILRB4,ENSG00000186818,19,54643889,54670359
LINC00539,ENSG00000224429,13,21302862,21362139
LINC00578,ENSG00000228221,3,177441910,177767379
LINC00671,ENSG00000213373,17,42874670,42898704
LINC00865,ENSG00000232229,10,89829483,89840863
LINC00921,ENSG00000281005,16,3263743,3269151
LINC01094,ENSG00000251442,4,78638780,78683185
LINC01141,ENSG00000236963,1,20360579,20431234
LINC01150,ENSG00000229671,11,1897015,1908656
LINC01160,ENSG00000231346,1,111599655,111608723
LINC01176,ENSG00000281404,7,30390885,30412375
LINC01410,ENSG00000238113,9,62801461,62813486
LINC01480,ENSG00000270164,19,41535183,41536904
LINC01907,ENSG00000226125,2,230690065,230700529
LINC01909,ENSG00000266258,18,70335439,70352459
LIPC,ENSG00000166035,15,58410569,58569844
LIPG,ENSG00000101670,18,49560699,49599185
LMLN-AS1,ENSG00000232832,3,198038321,198039234
LMNTD2,ENSG00000185522,11,554850,560738
LNPEP,ENSG00000113441,5,96935394,97037513
LPAR2,ENSG00000064547,19,19623655,19628930
LPAR5,ENSG00000184574,12,6618835,6635960
LPAR6,ENSG00000139679,13,48389567,48444704
LPCAT2,ENSG00000087253,16,55509072,55586666
LRCH1,ENSG00000136141,13,46553168,46753040
LRCH3,ENSG00000186001,3,197791226,197888436
LRP1-AS,ENSG00000259125,12,57144620,57147619
LRRC25,ENSG00000175489,19,18391137,18397622
LRRC37A6P,ENSG00000230445,10,27246350,27251793
LRRK1,ENSG00000154237,15,100919327,101078257
LTB4R,ENSG00000213903,14,24311450,24318036
LTB4R2,ENSG00000213906,14,24305734,24312053
LY75,ENSG00000054219,2,159803355,159904756
LY86,ENSG00000112799,6,6588108,6654983
LY96,ENSG00000154589,8,73991392,74029079
LYL1,ENSG00000104903,19,13099033,13103161
LYVE1,ENSG00000133800,11,10556966,10611689
LYZ,ENSG00000090382,12,69348381,69354234
M1AP,ENSG00000159374,2,74557883,74648338
MAF,ENSG00000178573,16,79585843,79600737
MAMDC2,ENSG00000165072,9,70043848,70226972
MAML3,ENSG00000196782,4,139716753,140154184
MAP3K8,ENSG00000107968,10,30434021,30461833
MAP4K1,ENSG00000104814,19,38587641,38618882
MERTK,ENSG00000153208,2,111898607,112029561
MFSD4B,ENSG00000173214,6,111259327,111445354
MGAT4A,ENSG00000071073,2,98619106,98731132
MICB,ENSG00000204516,6,31494881,31511124
MILR1,ENSG00000271605,17,64449037,64468643
MIS18BP1,ENSG00000129534,14,45203190,45253540
MKNK1,ENSG00000079277,1,46557407,46616843
MKNK1-AS1,ENSG00000269956,1,46538611,46570255
MLKL,ENSG00000168404,16,74671855,74700960
MMP14,ENSG00000157227,14,22836560,22849041
MMRN1,ENSG00000138722,4,89879532,89954629
MNDA,ENSG00000163563,1,158831351,158849506
MPEG1,ENSG00000197629,11,59208510,59212927
MR1,ENSG00000153029,1,181033374,181061938
MRC1,ENSG00000260314,10,17809348,17911164
MRC2,ENSG00000011028,17,62627670,62693597
MS4A14,ENSG00000166928,11,60378530,60417756
MS4A4A,ENSG00000110079,11,60185657,60318080
MS4A6A,ENSG00000110077,11,60172015,60184666
MS4A7,ENSG00000166927,11,60378485,60395951
MSH5,ENSG00000204410,6,31739677,31762676
MSLN,ENSG00000102854,16,760734,768865
MSR1,ENSG00000038945,8,16107878,16567490
MX2,ENSG00000183486,21,41361999,41409393
MYC,ENSG00000136997,8,127735434,127742951
MYO1F,ENSG00000142347,19,8520778,8577442
MYO1G,ENSG00000136286,7,44962662,44979088
MYO7A,ENSG00000137474,11,77128246,77215241
MYOF,ENSG00000138119,10,93306429,93482334
N4BP2,ENSG00000078177,4,40056797,40158252
N4BP2L2-IT2,ENSG00000281026,13,32504506,32509395
NABP1,ENSG00000173559,2,191678068,191741097
NAGA,ENSG00000198951,22,42058334,42070842
NAIP,ENSG00000249437,5,70968166,71025339
NAPSB,ENSG00000131401,19,50333877,50344761
NBPF8,ENSG00000270231,1,120415035,120469676
NCF1,ENSG00000158517,7,74774011,74789315
NCF1C,ENSG00000165178,7,75156639,75172044
NCF2,ENSG00000116701,1,183554461,183590905
NCF4,ENSG00000100365,22,36860988,36878017
NCKAP1L,ENSG00000123338,12,54497752,54548243
NCMAP,ENSG00000184454,1,24556087,24609328
NFAM1,ENSG00000235568,22,42380407,42432403
NFATC2,ENSG00000101096,20,51386957,51562831
NFKBID,ENSG00000167604,19,35887653,35902303
NFKBIZ,ENSG00000144802,3,101827991,101861022
NHLRC2,ENSG00000196865,10,113854661,113917194
NLRC4,ENSG00000091106,2,32224453,32265732
NLRC5,ENSG00000140853,16,56989485,57083531
NLRP1,ENSG00000091592,17,5499415,5619424
NLRP3,ENSG00000162711,1,247416156,247449108
NPL,ENSG00000135838,1,182789293,182830384
NRIR,ENSG00000225964,2,6819463,6840464
NRROS,ENSG00000174004,3,196639694,196662004
NUAK2,ENSG00000163545,1,205302063,205321745
OAS1,ENSG00000089127,12,112905856,112933219
OLFML2B,ENSG00000162745,1,161983192,162023869
OLFML3,ENSG00000116774,1,113979391,114035572
OLR1,ENSG00000173391,12,10158301,10172138
OR52N4,ENSG00000181074,11,5754243,5755958
OSCAR,ENSG00000170909,19,54094668,54102692
OSM,ENSG00000099985,22,30262829,30266851
OTUD1,ENSG00000165312,10,23439075,23442377
OXER1,ENSG00000162881,2,42762499,42764135
P2RY12,ENSG00000169313,3,151336843,151384753
P2RY13,ENSG00000181631,3,151326312,151329549
P2RY6,ENSG00000171631,11,73264498,73305103
P3H2,ENSG00000090530,3,189956728,190122437
PAG1,ENSG00000076641,8,80967810,81112068
PALD1,ENSG00000107719,10,70478767,70668754
PARP14,ENSG00000173193,3,122680839,122730840
PARP15,ENSG00000173200,3,122577628,122639047
PARVG,ENSG00000138964,22,44172956,44219533
PATL2,ENSG00000229474,15,44665732,44711323
PCED1B,ENSG00000179715,12,47079603,47236662
PCED1B-AS1,ENSG00000247774,12,47205893,47216487
PDCD1LG2,ENSG00000197646,9,5510531,5571282
PDCD6IPP2,ENSG00000261377,15,28801366,28818999
PDE3B,ENSG00000152270,11,14643804,14872044
PGM5P2,ENSG00000290923,9,41006999,41074957
PGM5P2,ENSG00000277778,9,41039611,41074448
PIK3AP1,ENSG00000155629,10,96593315,96720514
PIK3CG,ENSG00000105851,7,106865278,106908980
PIK3R5,ENSG00000141506,17,8878911,8965712
PIK3R6,ENSG00000276231,17,8802722,8867677
PLA2G4A,ENSG00000116711,1,186828949,186988981
PLA2G7,ENSG00000146070,6,46704201,46735693
PLAC8,ENSG00000145287,4,83090048,83137075
PLAG1,ENSG00000181690,8,56160909,56211324
PLAU,ENSG00000122861,10,73909177,73917496
PLAUR,ENSG00000011422,19,43646095,43670547
PLBD1,ENSG00000121316,12,14503661,14567883
PLCB2,ENSG00000137841,15,40278176,40307935
PLCG2,ENSG00000197943,16,81779279,81962685
PLD1,ENSG00000075651,3,171600404,171810950
PLD4,ENSG00000166428,14,104924713,104937761
PLEK,ENSG00000115956,2,68365282,68397453
PLEKHM1P1,ENSG00000214176,17,64785259,64829208
PLK3,ENSG00000173846,1,44800377,44805990
PLVAP,ENSG00000130300,19,17351450,17377342
PLXDC2,ENSG00000120594,10,19816239,20289856
POC1B-GALNT4,ENSG00000259075,12,89519408,89526262
POMK,ENSG00000185900,8,43093498,43131180
PPP1R3B,ENSG00000173281,8,9136255,9151574
PPP4R1L,ENSG00000124224,20,58231789,58286399
PRAM1,ENSG00000133246,19,8490056,8502640
PRDM1,ENSG00000057657,6,105993463,106109939
PROX2,ENSG00000119608,14,74852871,74876154
PRRG4,ENSG00000135378,11,32829927,32858120
PSMD6-AS2,ENSG00000239653,3,64004022,64012148
PSORS1C3,ENSG00000204528,6,31173735,31177899
PSTPIP2,ENSG00000152229,18,45983536,46072272
PTAFR,ENSG00000169403,1,28147166,28193936
PTCRA,ENSG00000171611,6,42915989,42925838
PTGER4,ENSG00000171522,5,40679915,40693735
PTGS1,ENSG00000095303,9,122370530,122395703
PTGS2,ENSG00000073756,1,186671791,186680922
PTPN6,ENSG00000111679,12,6946468,6961316
PTPRC,ENSG00000081237,1,198638457,198757476
PTPRJ,ENSG00000149177,11,47980425,48170839
PUS10,ENSG00000162927,2,60940222,61018259
PYCARD-AS1,ENSG00000261359,16,31201885,31203452
PYGL,ENSG00000100504,14,50857891,50944483
RAB38,ENSG00000123892,11,88113251,88175443
RAB39A,ENSG00000179331,11,107928448,107963482
RAPGEF6,ENSG00000158987,5,131423921,131635231
RASAL3,ENSG00000105122,19,15451624,15464544
RASGRP4,ENSG00000171777,19,38409051,38426305
RASSF1-AS1,ENSG00000281358,3,50337511,50338300
RASSF10,ENSG00000189431,11,13009316,13012119
RBM12B-AS1,ENSG00000279331,8,93740121,93740773
RBM47,ENSG00000163694,4,40423267,40630875
RCN3,ENSG00000142552,19,49528003,49546962
REEP4,ENSG00000168476,8,22138020,22141951
REL,ENSG00000162924,2,60881491,60931612
RGL3,ENSG00000205517,19,11384341,11419328
RGS1,ENSG00000090104,1,192575763,192580024
RGS18,ENSG00000150681,1,192158462,192185815
RGS2,ENSG00000116741,1,192809039,192812275
RHBDF2,ENSG00000129667,17,76470891,76501790
RHOH,ENSG00000168421,4,40191011,40246967
RIPK3,ENSG00000129465,14,24336025,24340022
RNASE2,ENSG00000169385,14,20955487,20956436
RNASE3,ENSG00000169397,14,20891385,20892348
RNASE6,ENSG00000169413,14,20781268,20782467
RNASEH2B-AS1,ENSG00000233672,13,50862172,50910764
RNASET2,ENSG00000026297,6,166922113,166957191
RNF122,ENSG00000133874,8,33547754,33567128
RNF125,ENSG00000101695,18,32018825,32073219
RNF149,ENSG00000163162,2,101271219,101308701
