gene,description,fpkm_ip_ob,fpkm_ip_mcx,fpkm_ip_scx,fpkm_ip_vcx,fpkm_ip_hip,fpkm_ip_str,fpkm_ip_th,fpkm_ip_hy,fpkm_ip_cb,fpkm_ip_mb,fpkm_ip_hb,fpkm_ip_vsc,fpkm_ip_dsc,avg_log2_ratio
Acot11,acyl-CoA thioesterase 11 [Source:MGI Symbol;Acc:MGI:1913736],91.09775430845374,122.58877936579825,142.77064677242277,115.849998077525,112.41029300019532,95.24739126235768,144.32672789925226,120.70451163965875,152.11385120304698,150.52113930160326,172.59623744480024,177.72577513903101,169.55784750592548,3.601075704979105
Mlc1,megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2157910],777.3988497761036,814.7492600158613,791.070546214358,799.2186586847697,880.984414233212,808.066083257091,819.8406952934033,996.1144155619091,754.9611081492501,776.3493911882297,753.237177682938,774.3550235964809,727.1269329162732,3.5946119499924603
Plxnb1,plexin B1 [Source:MGI Symbol;Acc:MGI:2154238],47.887716909503325,83.80363177421917,85.29635131707087,90.54560489275944,97.36034774666678,100.23161169663697,67.37652144945034,77.53892493760856,67.85990720377818,75.9719805292014,81.6004666032054,81.7721606047554,77.5308890792854,3.584163632491866
Apoe,apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057],10394.321520102756,10277.257104596816,8863.529596647566,9793.616269793542,11867.382186143619,11871.696842287249,9993.44456460591,10992.787731548506,6063.739297440058,9893.819257604606,8428.607931992932,6946.342856201865,7835.12877064387,3.5789490652500606
Gfap,glial fibrillary acidic protein [Source:MGI Symbol;Acc:MGI:95697],485.6513097325295,214.54487840085875,209.11069675079327,321.5170382643965,967.5521264061873,194.45402433108725,211.47448303038325,502.6573514514555,239.80730861036682,495.651821598308,1322.9019012782417,3098.8682319027075,2485.9323446398676,3.5735244557951855
Ppap2b,NA,493.78258901408776,739.8233223803635,718.824539996162,794.66068928712,843.7493210110367,734.8270938376874,658.568716735972,653.5628581882833,562.817908962783,624.2037447762557,382.00699812314826,226.4713772508175,323.34639311256126,3.543318727585052
Nwd1,NACHT and WD repeat domain containing 1 [Source:MGI Symbol;Acc:MGI:2442268],180.53568613358675,196.536997983299,200.3336178053485,186.5178513960385,177.29820833989012,142.34075582729548,136.22309505032626,110.77374519146275,181.317876996657,128.91501337610623,113.63272584385824,91.43809036596545,99.45258094904986,3.5387254825084713
Sox9,SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371],25.904447407353278,50.82454898267193,43.90991465637926,48.12763869716168,50.23550267266988,37.765731336631745,33.592564377406525,32.96684221921527,41.456108737646176,34.57378222562395,29.670564252494522,30.523602807792948,31.801838318772973,3.5310690123130346
Gpr37l1,G protein-coupled receptor 37-like 1 [Source:MGI Symbol;Acc:MGI:1928503],659.8275431610527,966.1713484988759,1048.747121464381,960.2971311414992,1044.9316193321627,1063.859616699866,1126.5318288676276,946.567486367033,2062.0458152682622,1150.879793704365,1286.6569421077274,1404.56367477517,1215.195619636725,3.5218221927139104
Fgfr3,fibroblast growth factor receptor 3 [Source:MGI Symbol;Acc:MGI:95524],177.6020489379525,330.930766394603,352.63680897742495,321.6010659588093,309.7251225373689,266.15824689292845,415.80639189220796,393.99058032149173,173.32995378315078,414.983764776629,453.06689241453324,444.2913215717215,437.13452936678954,3.4990121355783406
Pla2g7,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]",1023.569025437829,736.7959156973891,834.1948488534127,777.9659051094677,985.4029946071682,603.4728141652888,1198.234823868415,731.0784322352653,1452.43985182261,1031.2400131807049,1164.2736835816227,835.316624110087,920.4596552090441,3.4984469496773234
Aqp4,aquaporin 4 [Source:MGI Symbol;Acc:MGI:107387],634.5225360242492,345.214040456478,328.36966014267676,375.43785390650953,526.999183955019,270.07506401112823,614.3901302147942,408.1397953151835,944.2647871091867,785.929675587148,1131.65198850689,1352.55160486709,1422.6811510408902,3.4972890929295533
Ndrg2,N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498],1407.394767468525,3022.0299952029254,3164.337456440372,3108.1975261456973,3292.16233368342,3056.681306541685,4222.872293428731,4688.29741247473,2892.6333976278884,4353.648546198243,3636.440716207505,2948.2955743727825,3617.0377401126275,3.495558771471723
Aldh1l1,"aldehyde dehydrogenase 1 family, member L1 [Source:MGI Symbol;Acc:MGI:1340024]",174.001990381543,274.2748102974813,296.86314348440925,282.76438798546224,262.26626693389363,294.4184411672165,308.00895261180375,255.98900401962322,235.66879990629258,282.128117722359,259.464067658104,202.88617726517575,239.7903409656085,3.477117990925263
Pygm,muscle glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97830],80.8067067366774,81.74442200907455,111.81543075031024,73.43510392456935,71.65371047664215,62.22839903415427,178.917783647031,115.88643981794876,138.6177028245756,219.04471883139627,292.4336792769262,319.7468871610358,264.560112068708,3.471321395545044
Tril,TLR4 interactor with leucine-rich repeats [Source:MGI Symbol;Acc:MGI:1914123],120.73600114899824,147.40061614968275,155.221915845025,144.3321961334715,148.94818188509785,124.46878555218873,193.769535507698,176.93652901431625,219.02769049557998,216.03677699083025,216.2731699852395,197.544859809356,191.13805145488197,3.459516821725038
AI464131,expressed sequence AI464131 [Source:MGI Symbol;Acc:MGI:2140300],60.51273096325653,123.16615502906376,119.52930693649425,125.21253068599324,121.45929181622586,122.99872240695026,101.70324075120644,86.74809197418284,94.74967121824994,102.66671400336888,105.06517565720837,70.98463357772323,87.90232257552297,3.45477912603039
Slc25a18,"solute carrier family 25 (mitochondrial carrier), member 18 [Source:MGI Symbol;Acc:MGI:1919053]",539.7194797103909,567.8865778969258,634.7394395065312,520.0267917283153,437.90131280816905,126.14037672871873,675.425264546157,678.3618840326781,316.4027498991842,573.8293511592847,471.6039803750309,351.70866784024054,427.1753291644385,3.435678192946545
S1pr1,sphingosine-1-phosphate receptor 1 [Source:MGI Symbol;Acc:MGI:1096355],301.01619863729275,644.5700195690665,621.3570126573553,612.7159314830135,525.6220908425239,595.9286317663696,359.61242577441595,376.8350603146313,502.45672261135076,424.5899219199388,392.862084905906,294.52575658227295,323.80266379981623,3.4319879539226816
Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 [Source:MGI Symbol;Acc:MGI:1858261]",105.09982427984673,125.32880351281926,142.4472774160545,118.87905550632425,121.4482578872915,107.39951631239074,201.84289731851948,205.99780272827576,125.00100518323038,207.0632950786295,278.22397806161746,346.0696929041657,255.74547921394526,3.431281543905245
Aldoc,"aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]",2919.8527814324625,5898.96705932074,5749.684533991502,5549.549529098982,5783.593253241569,5746.40840158348,5623.974073390785,4251.822048759277,5337.158399884004,5336.371921545675,7168.85350053445,5817.673433364015,6111.3070016079655,3.4299989704258165
Slc38a3,"solute carrier family 38, member 3 [Source:MGI Symbol;Acc:MGI:1923507]",362.2406974671022,262.182356492238,276.62959378355447,239.29403783227752,187.96755533623173,272.54135104648674,218.64963046692276,146.76233970548375,168.7298889339092,183.5673416777385,223.08128784646848,203.174896923132,177.96199242941452,3.4290209761656083
Itih3,"inter-alpha trypsin inhibitor, heavy chain 3 [Source:MGI Symbol;Acc:MGI:96620]",93.2326310796445,105.40789634991692,91.4434482297142,71.97185489573666,86.76620741240387,95.23863923707,531.6502009435197,1733.7326384807625,225.8985428560636,559.5207079532528,369.087220386632,601.1865652496974,504.48726730570826,3.4175351264015625
Etnppl,ethanolamine phosphate phospholyase [Source:MGI Symbol;Acc:MGI:1919010],117.29537540492964,93.6534172647186,80.72996025286224,51.17812229166883,53.063206300622404,77.17676483792062,316.17570767297275,290.4307970908242,225.3925417606136,232.1178910924325,152.66357389978322,127.5785281105365,119.18286287229499,3.406567559107546
Gstm1,"glutathione S-transferase, mu 1 [Source:MGI Symbol;Acc:MGI:95860]",432.38105128031924,679.1187245308288,657.9167724353503,786.9627145690004,781.9046325970761,660.2016888860853,497.8962924016012,590.3343414045972,625.1852358573974,635.6105318891347,510.71834441406753,532.3058138386527,536.8469821402907,3.4036856704678895
Prex2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]",89.89993675976497,226.161728576521,210.20838294121575,228.4336598319695,232.36307739607975,200.771965031607,96.65367653987772,128.05585682236128,299.18946921628117,81.30133437402047,72.39964600566455,48.7267263952903,77.72662430244978,3.4035298892689676
Ntsr2,neurotensin receptor 2 [Source:MGI Symbol;Acc:MGI:108018],376.74592963531427,438.7295072360978,457.6470719936308,418.94684732933945,515.8820146390834,574.5814547000653,660.7200850887846,712.6592099745255,288.6446439759886,714.7701439593088,686.8111018891516,619.338660367164,643.4545279305514,3.401306385379767
Egfr,epidermal growth factor receptor [Source:MGI Symbol;Acc:MGI:95294],54.35985616401747,96.4888840262095,96.63148267884915,99.24831922968217,83.63781571673073,79.90692355724894,96.66044937083723,91.58690230095297,79.1385610512818,90.54177415190736,88.34664737119242,64.96187030054199,72.21825257884028,3.394728180125429
Bcan,brevican [Source:MGI Symbol;Acc:MGI:1096385],548.1994734306547,597.8378311133786,580.3934049280788,599.9730636556362,591.8373125292388,696.1614281245747,557.0721887833138,499.4467572899413,188.2630446395746,547.7140734796698,596.6681131778955,486.0242918906853,480.2640980293102,3.3841240611694485
Notch1,notch 1 [Source:MGI Symbol;Acc:MGI:97363],23.991997610356897,30.275248892387623,26.796003730009048,31.07445790837935,33.0479042244993,32.2890422783625,26.56758561722765,27.85624268473265,24.51200517481766,27.100608554538823,27.41528883453535,23.63946730315275,23.41644908769885,3.3827707690584177
Slc14a1,"solute carrier family 14 (urea transporter), member 1 [Source:MGI Symbol;Acc:MGI:1351654]",47.33954585429002,34.6052315053378,27.70970206536275,30.986407662367895,73.85638359484211,33.978353186888526,77.67712391562364,73.74951315009884,86.81933021029656,66.18284926633336,68.5770609523408,81.78548694817749,82.7898068322063,3.3770522258660707
Htra1,HtrA serine peptidase 1 [Source:MGI Symbol;Acc:MGI:1929076],561.6119758255878,750.4856434558263,742.6597339540923,706.5708649919635,863.0215324031969,781.990971158112,578.6232028835365,395.92373233522125,440.5632451009228,546.216295375469,703.4807822553153,729.3626077420627,565.0869002105843,3.3707400108274963
Cbs,cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285],55.58811984139415,100.7806450200482,93.0983620865301,90.07863915409996,104.54739552040778,93.23720267633267,84.04651865447822,81.89659975067008,88.22597573945814,72.91145684174538,80.90115345346922,66.0000171808573,72.43315881818718,3.370489588611532
Pcdhgc3,"protocadherin gamma subfamily C, 3 [Source:MGI Symbol;Acc:MGI:1935201]",93.19157892742277,140.65022301520276,143.43310571585724,155.74498195774726,149.33778356795187,172.95274800257076,107.06980685181092,104.20690506636922,135.598962403918,109.15583748664051,82.2674563268685,70.2563816285784,75.21939139787648,3.3668241876367517
Sdc4,syndecan 4 [Source:MGI Symbol;Acc:MGI:1349164],238.39976076553597,401.1355769637753,386.2273384936673,391.3020895395672,556.5217091966906,384.999500088221,576.076883292176,569.3214079352108,545.9006944736681,603.222209551634,637.564344545659,644.7158421052948,604.9448460615117,3.3465725480162822
Slc7a2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 [Source:MGI Symbol;Acc:MGI:99828]",60.81553193320285,61.33493078631342,52.66639620758305,54.89561242255865,69.40621108941838,74.2848913392814,36.96658417488535,44.92084000568613,44.64253985344186,54.42873644095375,89.90413796549203,103.45881786035125,97.29881327196705,3.3278637594589933
Ednrb,endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720],288.87460905712226,126.1148528737065,161.3115650714725,138.22522139035152,197.90976992550023,192.16833609836777,292.5495969602207,447.65529939528625,412.44953205091116,276.92250916364446,309.7429531152658,335.9064102028405,247.006813575227,3.325525876193084
Axl,AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244],102.07096177618283,118.6938944599905,119.45645840371625,123.07103615197201,110.10096581416376,101.18596936417956,114.13570128073924,109.54080407830824,75.29323968980857,117.83970370628975,116.27575938924775,117.89217403453975,121.43910847330474,3.3208306566733277
Gpc5,glypican 5 [Source:MGI Symbol;Acc:MGI:1194894],153.3457734725845,207.69008826278676,223.94094422303226,198.68877040514548,233.59821150838926,220.50428587446152,185.41806395003903,192.95988396492874,26.354618806625478,173.95944031385076,179.80059202926526,164.2171181885395,140.079408130849,3.319506561680912
Arhgef26,Rho guanine nucleotide exchange factor (GEF) 26 [Source:MGI Symbol;Acc:MGI:1918053],21.905284292926147,37.903657938802304,41.50929307176273,41.525970321878546,45.00553088840252,32.6343463536484,38.87837648597602,45.953726642490096,37.40190396107108,44.49755306926535,45.91286165755643,43.88333114099297,48.30286774582052,3.3182154735987544
Cyp2j9,"cytochrome P450, family 2, subfamily j, polypeptide 9 [Source:MGI Symbol;Acc:MGI:1921769]",123.12580363673129,148.739019047474,159.00415633158377,150.22634512582977,182.34021109633886,163.57396582958276,257.28905648719854,309.3733817338875,247.22676736575022,241.88846218465227,181.35356750125248,142.43720713508625,180.09720201886375,3.3105149322959937
Papss2,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:MGI Symbol;Acc:MGI:1330223],32.9399096988275,43.3643898643203,31.045350381174075,54.09188185747115,78.9354121934223,99.47751260835292,43.25332795470533,81.1882526826635,18.920903621531682,58.72681529968162,59.06340496647058,45.52545401769478,33.88472055084527,3.3051975945963252
Kcnj16,"potassium inwardly-rectifying channel, subfamily J, member 16 [Source:MGI Symbol;Acc:MGI:1314842]",140.74155637608592,135.96633661595627,129.76012151787927,113.50225540050575,105.65554367069953,27.533352374069402,135.29151480729075,180.6098174900735,95.86450066007062,175.856158575505,221.0751778734145,199.653506831289,218.618932328368,3.303101785524355
Fads2,fatty acid desaturase 2 [Source:MGI Symbol;Acc:MGI:1930079],464.062539457541,498.78634211224346,475.5933395290208,539.0933266498222,704.0824651816373,556.5441501186538,795.61161771818,786.5521765651386,307.65232020807605,705.6234942510818,517.0798359674335,379.56350319015723,525.392670250953,3.3010778645107917
Heph,hephaestin [Source:MGI Symbol;Acc:MGI:1332240],17.412335419250326,19.1755537062548,22.908346303007725,19.339008285629525,27.73963103679092,26.7509528239301,61.14747223385628,58.35660038714248,13.96531211899526,64.33359175112035,50.52479435639478,53.880962850550574,46.70427970722218,3.297509391891154
Clu,clusterin [Source:MGI Symbol;Acc:MGI:88423],968.634543743228,3035.371111557867,2968.545663523668,3535.61116647882,4315.4984458432145,4081.6930532558504,2592.2925993858476,2313.23658603373,1260.879472356826,2318.387574893065,1731.32082833479,1599.6088716394952,1739.8522943623075,3.286487128244649
Tst,"thiosulfate sulfurtransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:98852]",215.1506059095885,290.3275895663128,243.20346726773602,248.0583983043235,257.14350556000926,199.370724858939,243.1255506863715,203.22188370802974,253.43150980950523,257.53883335948,317.6245671345655,278.15791369117926,260.27678439137276,3.282051479160114
F3,coagulation factor III [Source:MGI Symbol;Acc:MGI:88381],134.075783149297,167.03457032810974,188.2832873323355,179.47381606211724,198.18322457454312,181.1236646254155,205.902932486147,205.66522994819576,177.10913661628982,235.774689959551,184.2066151577295,163.3247856429625,149.09870017329052,3.277858478980157
Gjb6,"gap junction protein, beta 6 [Source:MGI Symbol;Acc:MGI:107588]",157.99716103366723,299.35733280868897,307.1190867484545,263.58970050134775,276.938180021508,168.76144264076027,451.64507988733203,417.5616536993423,274.710665872551,355.7122523175883,350.48117842582826,383.57487735433773,395.6427589677937,3.2681855175620393
Cyp2d22,"cytochrome P450, family 2, subfamily d, polypeptide 22 [Source:MGI Symbol;Acc:MGI:1929474]",27.621987270429152,72.2455553724873,65.77040994934568,62.5447889280307,81.56146008158383,89.10719160568146,66.67359673029817,77.1996949506394,87.38117613266355,74.67030202446662,88.19065525242135,97.17296528327692,79.80458212613748,3.2617475429533846
Sparcl1,SPARC-like 1 [Source:MGI Symbol;Acc:MGI:108110],3558.6053356686953,5179.48176665207,5169.264471243405,5156.7163999921095,5309.408688999889,4766.475989679219,6930.090357034255,7482.683119496327,5466.041039810232,7515.320272826752,6863.372445105313,6119.515834500918,7307.410185096788,3.255189398231084
Cldn10,claudin 10 [Source:MGI Symbol;Acc:MGI:1913101],157.55790657891527,237.31500466823348,236.2517220152095,244.025564968485,261.22110044079716,212.84645276687672,315.986613284482,238.48704031698023,154.22271857190123,295.97412053147275,274.93066880428177,321.8525404192325,326.1111556040245,3.253066347077613
Btbd17,BTB (POZ) domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264],86.2123217982694,110.4690485144178,125.4459563752395,113.70466851988893,54.118903391640785,55.78144313324745,146.862222402574,56.471238574187744,143.64629879974717,117.74789627325676,100.10417747136114,84.9330580228098,80.77561392897765,3.2479230104037153
Lcat,lecithin cholesterol acyltransferase [Source:MGI Symbol;Acc:MGI:96755],270.43623239805,137.88220547702628,133.465815508488,131.19182188954326,203.71763382470397,97.07099545633723,159.2964171932585,86.19134299221125,362.25792987889236,140.57165086785048,150.42800875089026,98.52179107797677,150.69896897928075,3.2397198157391838
Klhdc7a,kelch domain containing 7A [Source:MGI Symbol;Acc:MGI:2444612],21.177550909277475,29.197576224731552,35.0888876211914,22.506890209313198,28.87986486046054,23.933543502568025,41.037217968087774,34.42988131619825,10.929412743595833,47.22879635176093,47.70103332694672,45.27801583733905,35.16884473613777,3.2375070803641512
Rfx4,"regulatory factor X, 4 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1918387]",15.083542221957,22.284652320775653,21.83931673583813,22.34193921406525,21.7086095458055,20.291834968568725,29.030057854873526,28.017650890026527,26.1016328787137,30.606725133142177,27.074255810699526,27.290897977674074,29.199147008640175,3.227319351430788
Pbxip1,pre B cell leukemia transcription factor interacting protein 1 [Source:MGI Symbol;Acc:MGI:2441670],72.2957916937251,109.35994103973624,106.99644371728775,119.54525495546224,122.00908749863137,108.40471467151076,98.90041051342824,105.96390288082699,54.74301530648806,105.38137911843904,136.83119906843575,144.31238845535302,135.706314348388,3.2239837890873564
Phkg1,phosphorylase kinase gamma 1 [Source:MGI Symbol;Acc:MGI:97579],35.03895745348335,57.58840423878945,61.04206295002072,61.48807495831667,76.33934394287073,54.354402341652474,63.94401690809125,60.01520869429305,56.0980903689754,57.5170717883323,65.44107653709622,66.10954581795937,71.72942369316817,3.221950775850282
Tlr3,toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367],20.67944898521735,27.8505624134209,33.035424092519776,30.904138103847778,29.499781721529235,25.095697487610778,20.4600926498542,18.189149616840176,16.39759202118472,24.179016816362797,42.37113761270322,34.735556332984274,29.004810481072827,3.2179398619584747
Ptprz1,"protein tyrosine phosphatase, receptor type Z, polypeptide 1 [Source:MGI Symbol;Acc:MGI:97816]",219.14228525311427,239.40297837948623,227.16390614410477,219.3607630405125,191.75256865664025,133.09537873044974,135.1664906051015,167.5478676391808,190.61781464123462,168.64220278262547,114.57391153100147,81.30459286816843,89.4705095248587,3.213740974961545
Sfxn5,sideroflexin 5 [Source:MGI Symbol;Acc:MGI:2137681],480.8750811027882,614.4196890255715,608.7003080228451,648.8571800146917,615.3655147339076,501.0282240131737,807.6754225965675,595.7561663993376,701.7136379037481,632.2671528609347,521.6531750969425,341.428636261022,491.1504391349653,3.211821229408426
Fads1,fatty acid desaturase 1 [Source:MGI Symbol;Acc:MGI:1923517],445.19364572778926,773.5281393752505,672.8084490495346,629.3942797629586,579.1395139217884,542.6383488543868,700.7053875751452,635.3930782880785,366.6426882512209,615.0859195477669,550.4158164396248,485.66212645245076,630.7246452633204,3.211599889820524
Gli3,GLI-Kruppel family member GLI3 [Source:MGI Symbol;Acc:MGI:95729],6.212810507641698,20.206299198449475,18.940714013782625,21.867451791253302,16.033610643915885,17.8036474617968,10.097727442166246,8.99087861590678,8.10471788265073,9.5112382074026,8.249111011293795,6.27172182842603,8.034506152198423,3.2107751071828807
Acss1,acyl-CoA synthetase short-chain family member 1 [Source:MGI Symbol;Acc:MGI:1915988],43.18923724803108,65.89722474640952,64.1047914553202,74.26434335355106,84.32603892903921,75.22184661894806,74.17608318951366,88.42704966253552,46.778643863046895,73.887923472498,54.8656652289628,41.34352692621063,43.41379681547902,3.201037630169056
Dbx2,developing brain homeobox 2 [Source:MGI Symbol;Acc:MGI:107445],43.607435128103226,72.38753767047072,75.4397911175062,75.30701249700459,86.0477338001824,53.059476155891346,65.60133816826074,62.93256398256278,33.9063848191117,66.13506841468055,79.01277877304217,84.81633259124045,89.90214257319859,3.199264152880901
Hsd11b1,hydroxysteroid 11-beta dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:103562],24.385420011434125,122.320095627752,125.49589817736874,102.20242404426736,228.1128827055635,51.66063121825082,192.6008520958585,87.78000579596011,414.7055967893436,143.276846002509,288.86990266241196,198.32097451781675,109.032740892513,3.191447874408021
Gpam,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:MGI Symbol;Acc:MGI:109162]",120.4279536871175,158.80131994113924,150.71116601571876,155.40052888883125,147.1435141177941,168.69439471711325,168.35719034715925,165.42330381547401,107.24894447004878,183.10418884286975,195.8320148382865,180.96272950853898,160.6848064491085,3.174152713467726
Vcam1,vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926],42.79081012204532,87.42054272097313,75.5770318901971,91.07691495314864,91.68848780072241,97.0589005105725,90.6070233853101,107.64049322267475,25.217244634101558,85.40029931408883,69.22911062870155,52.43651093518555,63.12549982098973,3.1718235906665653
Mtss1l,metastasis suppressor 1-like [Source:MGI Symbol;Acc:MGI:3039591],114.1020918771244,196.992297619836,185.8537895730065,190.57387873925273,144.78714598940616,105.69961902439343,169.4237787263985,169.53845654190724,209.01159497983804,157.3007349450935,121.71887017747889,126.46527166719349,143.374667346296,3.171182319744834
Cyp4f14,"cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]",30.051732644743627,45.63815067067143,48.489412003179226,44.23225135455655,36.68907725527,42.96265531209552,46.66512629264178,40.277249282094004,35.736055484210134,38.05643559197325,26.264535587787474,20.66874185274785,28.205134204661725,3.16926521801727
Mcc,mutated in colorectal cancers [Source:MGI Symbol;Acc:MGI:96930],12.980289295628225,24.0787618687495,26.510488372159628,25.89772728640657,23.98386042734649,18.998984290006426,29.563069668371803,19.274291965628947,53.53507122254915,26.898336940265303,14.619892881156176,12.2354262238308,24.9706283245328,3.160661300138902
Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2 [Source:MGI Symbol;Acc:MGI:101780]",744.7808749614969,510.0971758157878,573.5465088743542,514.2544210421353,715.0301706911092,649.0911381844827,1258.841007072575,862.4686304429812,332.64317331693576,1230.901510339005,1020.5022906293813,927.4129393770739,723.5534007693216,3.1606068321550134
Gldc,glycine decarboxylase [Source:MGI Symbol;Acc:MGI:1341155],132.93949510872125,103.31989082224105,91.31771076377001,113.46209448393475,144.61348277568686,97.7367756143517,13.647969726961975,19.622787947379773,49.05247988847968,13.965024247690948,9.462536254739282,7.852911753034322,10.021047223682933,3.157697122299719
Lrig1,leucine-rich repeats and immunoglobulin-like domains 1 [Source:MGI Symbol;Acc:MGI:107935],119.86585727758018,66.3875995260663,72.11870143317147,68.14667959235628,108.58364601326569,67.88921075067343,294.95655014750224,309.25318564986475,309.9668699697606,340.731897591977,362.03937225631444,305.28108523674825,270.20670896293353,3.1486050453479524
Prodh,proline dehydrogenase [Source:MGI Symbol;Acc:MGI:97770],34.0158327608855,109.48676700645123,118.13614323313175,107.60274224456117,97.68761816588928,109.87385855517024,81.05257501918335,71.02602195928553,69.06380614027803,76.82072477394415,67.458683802628,53.7667051860397,61.61889902340337,3.147788510681825
Lrp4,low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252],128.87789120738574,249.54701742364477,176.69477370136525,243.48589364400425,272.9076701308173,220.4747295386955,107.1320519609415,82.92106063151722,55.32423084072478,73.6055073223428,74.9530292111015,77.94788806593705,132.810738345756,3.14577999931834
